experiment_id,model,sample_count,false_positive_samples,sample_false_positive_rate,line_count,false_positive_lines,line_false_positive_rate,predicted_span_count,source_dataset,source_experiment_id,source_manifest_sha256,target_manifest_sha256
bgl-to-thunderbird-2k-normal-only-weighted,neural_cnn_bigru_from_bgl,63,63,1.0,2000,340,0.17,131,bgl,bgl-2k-random-neural-weighted,65aec49b8a12741eb7659e6e63ec3cc1f28edc6679caa2680f2ca21cd3d4697d,6dd304e10d3a3570e38172e027bc45b41bef2b11c5a089eb94548cc812144004
