experiment_id,model,exact_boundary_accuracy,gold_span_count,line_f1,line_precision,line_recall,mean_inclusive_iou,predicted_span_count,sample_count,span_f1,span_precision,span_recall,metadata_json
bgl-500k-random-decision_tree,decision_tree,1.0,886,1.0,1.0,1.0,1.0,886,1563,1.0,1.0,1.0,"{""feature_count"": 6, ""seed"": 20260711, ""threshold"": 1.0, ""validation_sample_count"": 1563}"
bgl-500k-random-isolation_forest,isolation_forest,0.7200902934537246,886,0.58506018642941,0.41348768394113883,1.0,0.9012315918653576,1563,1563,0.5822784810126582,0.4561740243122201,0.8047404063205418,"{""feature_count"": 6, ""seed"": 20260711, ""threshold"": 0.38205685249750526, ""validation_sample_count"": 1563}"
bgl-500k-random-neural,neural_cnn_bigru,0.9943566591422122,886,0.9997099557682546,0.9994442296539725,0.9999758232193801,0.9999242485455722,888,1563,0.9966178128523112,0.9954954954954955,0.9977426636568849,"{""best_validation_loss"": 0.0015174872719217092, ""device"": ""cuda"", ""elapsed_seconds"": 102.50765010016039, ""epochs_trained"": 7, ""global_class_weights"": [1.0436959266662598, 0.9563040137290955], ""seed"": 20260711, ""temperature"": 0.09074775269662667, ""threshold"": 2.8286708046251977e-06, ""validation_sample_count"": 1563}"
bgl-500k-random-rarity,rarity,0.7200902934537246,886,0.58506018642941,0.41348768394113883,1.0,0.9012315918653576,1563,1563,0.5822784810126582,0.4561740243122201,0.8047404063205418,"{""feature_count"": 1, ""seed"": 20260711, ""threshold"": 3.362215924753829, ""validation_sample_count"": 1563}"
bgl-500k-random-tfidf_logistic,tfidf_logistic,0.989841986455982,886,0.9995404300607116,1.0,0.9990812823364441,0.9990237552879921,878,1563,0.9954648526077097,1.0,0.9909706546275395,"{""feature_count"": 1628, ""seed"": 20260711, ""threshold"": 0.6160996251751756, ""validation_sample_count"": 1563}"
